bebek quacky	Tp kayaj ujian tbtb soaknya itu yg udh agak lama wkwk
bebek quacky	Gatauuu 
Mahen	Oala
bebek quacky	Kuwokwok lagi btw
Mahen	Oh ow wkwkwk
Mahen	Okk
Mahen	Byewuw
Mahen	Offernya 15 juta + bonus tahunan + cuti + asuransi kesehatan
Mahen	Nggak dulu lah ya wkwkkwk
bebek quacky	Klo skrg kamu teh 20 ya??
Mahen	Kurleb
bebek quacky	Lagian dipake ngekos makan dll kayaknya sisa 9 jutaan gak sihh di kamu
bebek quacky	Btw kusudah sampai homeeee
Mahen	Offernya bisa WFH
Mahen	Jadi aku bisa di bandung
Mahen	Tapi kalo mau ke kantor di jkt boleg
Mahen	Wkwl
bebek quacky	Jadinya nyebrang soalnya aku liat kalannya sepi
bebek quacky	*jalan
bebek quacky	Iya kan km mau kantornya kan
Mahen	Superwelkamhomwuw
Mahen	Iyea... wkwkwk
bebek quacky	Jadi pasti berkurang gaksiiii
Mahen	Berkurang yes wkwk
bebek quacky	Jd kamu mau di yang lama sambil proses yg tiktok??
Mahen	Iya sambil nunggu tiktok dulu
Mahen	Atau tunggu offer kedua dari ini
Mahen	Wkwk
bebek quacky	Okawuwww
bebek quacky	Offer kedua teh dr perusahan yang sama? Kayak negosiasi gitu?
Mahen	Iya wkwk
Mahen	Klo gk bisa yasuda wkwk
bebek quacky	Hooo
bebek quacky	Iya siii
bebek quacky	Goodluck wuwuww
Mahen	Agak angy offernya gk sesuai
Mahen	Angy pompom
bebek quacky	Why angyyy
bebek quacky	Tp wuw kayajnya klo standar "company indo"
bebek quacky	Emang segitu
Mahen	Ingin dui
Mahen	Gtu sih kata dia
bebek quacky	Menabung untuk berpimmingpomming? :D
bebek quacky	Kamu masuknya junior emang?
bebek quacky	Kan udh ga fg
Mahen	Jatohnya junior i guess wkwkwk
bebek quacky	Kamu nego walau fg tapi s2 terus udh pernah kerja berapataun aja gt
Mahen	Fg?
bebek quacky	Fresh graduate
bebek quacky	Ini fg yg dia bilang
Mahen	Hoo
Mahen	Iyeaa idk wkkwk
Mahen	FG masters i guess
bebek quacky	Iyaa tanya aja kalau fg master dengan pengalaman kerja x taun berapa ya perkiraaannya
bebek quacky	Semacam itu tp diperhalus
bebek quacky	Wkwkwk
Mahen	Hmm wkwk okk
bebek quacky	Smgtt wuwuw semoga mendapatkan keinginannyaaa
bebek quacky	Dont angy dino ijooo
Mahen	Sigh...
Mahen	Yea
Mahen	Gk jd deh ini wkwkwk
Mahen	Tp honestly han
Mahen	Kalo aku ujungnya harus kerja di indo biar ada jenjang karir yg pasti 
Mahen	Misalnya BUMN
Mahen	Aku pasti turun dulu gajinya beberapa tahun
Mahen	Menurut km gmn?
bebek quacky	Karena belum sesuai yang kamu mau kaann?
Mahen	yes
bebek quacky	Maksudnya karena kamu goals nya kerja di indo tapi jenjang karirnya pengen pasti jadi harus meniti karir dgn gaji turun dulu?
bebek quacky	Gt kan?
bebek quacky	Bisi salah tangkep
Mahen	iyaa...
Mahen	ingingaji gede tapi
Mahen	haduh
Mahen	wkwkwk susah
bebek quacky	Aku mah gapapa
bebek quacky	Ekspektasi aku gaji kamu diatas 10 jt sih soalnya gaji aku kecil:( 
bebek quacky	Klo gaji aku gede mah.....
Mahen	i see i see
Mahen	penasaran
Mahen	ekspektasi gaji kamu misal udh roomate
Mahen	berapa
bebek quacky	Ekspektasi aku total income kt pas nikah dan punya anak sekitar 20... Tp nanti kayaknya aku naik gaji, dan sbnrnya di kamu skrg udh nyampe ga sih 20 
bebek quacky	Tp klo belum punya anak total 15 udh alhamdulillah
bebek quacky	Mnrt kamu segitu ketinggian gak?
Mahen	eh
bebek quacky	Sbnrnya aku sendiri kayaknya biaya hidupnya emnag segede gaji aku sendiri aja jd hrsnya ga ngabisin banyak gaji kamu sih...
Mahen	maksudnya dari sisi km doang i meant wkwk
bebek quacky	Oh gaji aku sendiri nya?
Mahen	hey nantimah disatuin wkwk
Mahen	yeshan
bebek quacky	Pas nikah maybe 6 juta.. tp kalau udh ga di sanbe mimimal 8 juta
bebek quacky	Soalnya kayaknya naik gaji di sanbe bisa akhirnya di 6 jg agak susah klo diliat dr tabiatnya krn org cina yang punya iykwim
bebek quacky	Tp kalau ga nyampe 6 sbnrnya gapapa bkn wajib bgt, cuma kan ekspektasi aja
Mahen	i see i see okk
bebek quacky	Klo misal aku 5 kamu 15 udah oke banget jujur
Mahen	wkwkkw okk
Mahen	okk wkwkwk
bebek quacky	Sowwy wuw aku tdk banyak berkontribusi
Mahen	its ok han tapi kalo aku bingung sakit kan bisa ke kamu wkwk 
Mahen	kalo kamu bingung baru ke ibu aku
Mahen	aku serius consider pacar memang perlu yang di bidang kesehatan btw
bebek quacky	Maksudnya kalau sakit trs ga punya uang?
Mahen	makannya dari TPB mikir terbaik adalah dokter atau farmasi
Mahen	bukaaan
Mahen	kalo males ke rumah sakit
Mahen	buat konsul
Mahen	kan tinggal nanya kamu WKWKWK
bebek quacky	Hiii jangan males
bebek quacky	Tp seenganya aware kesehatan penting sih bkn kayak sakit trs didiemin aja
bebek quacky	Owalaaa wkwkwk
Mahen	superokapim
bebek quacky	Kebetulan dong
Mahen	geerlo
bebek quacky	Kalau aku jadi masuk fti gak jd sm wuw dong:(
bebek quacky	Uwuw:(
Mahen	ehhh mbbb
Mahen	lagi mainn wkwkwk ke read kah?
Mahen	ya nggak tau wkwkw
Mahen	mungkin jalannya juga beda
Mahen	kan gedungnya misah
Mahen	wwkkwkw
bebek quacky	Hahhhh?
bebek quacky	Ko jalann??
Mahen	Mungkin kalo km FTI kita gk akan pernah ketemu han
Mahen	Wkwlwl
Mahen	Gedungnya jauh, gk pernah gk sengaja ketemu
bebek quacky	Kita kan ketemu di smp dudul
bebek quacky	Dudullie super dudullie
bebek quacky	Masih kenal lahhhh
bebek quacky	Yang penting skrg uwi is mineee!!
Mahen	Abis putus i meant wkwkk
Mahen	Yourswuwww
bebek quacky	Hwe
bebek quacky	Lagi clingy modeeee
Mahen	hihi
Mahen	aku ketik clingy keluarnya itu
Mahen	kamu bebeknya?
bebek quacky	Yesssss
Mahen	dsr superpom wkwkwk
bebek quacky	Aow
Mahen	hiiii kwekikwokk
Mahen	wkwkwk
Mahen	awowuw
bebek quacky	Rolling pimmmm
Mahen	you
Mahen	wkwkwk
bebek quacky	Sokkk main lagiii
bebek quacky	Kiss bye dluu
Mahen	wkwkwk
bebek quacky	Sayang
Mahen	hiiiii
Mahen	screenshoootttt
Mahen	:))))))
bebek quacky	Pengen pop up aja lagi main kan
bebek quacky	Trs tbtb di screen ada yg manggil
Mahen	iya
Mahen	heh 
Mahen	wkwk
bebek quacky	Kapan share screen?
Mahen	heh
Mahen	mau jail kamu ya?!
Mahen	cubit sampe pomming
bebek quacky	Tambah pomming dehhh
Mahen	hiii
Mahen	ganti PP
bebek quacky	Hehe spotted 
bebek quacky	Stok foto banyak 
bebek quacky	Wuwuw
bebek quacky	Huggie tike
bebek quacky	Timeee
Mahen	wawowuwiw
bebek quacky	Dah
Mahen	heeee
Mahen	hug and run
bebek quacky	Morning pommmm
bebek quacky	Wokwok day spt biasa?
Mahen	Yespomm
bebek quacky	Hepiwokkk
Mahen	Pommingpimmingpomlovpimmingpommingpom
Mahen	Sopom
Mahen	Sopim
bebek quacky	Ada lov ditengah
bebek quacky	Hehehehheh
Mahen	Aku korslet
Mahen	Bzzz
bebek quacky	Korslettopimmminggg
bebek quacky	Poke
bebek quacky	Sudah ingin pulang
bebek quacky	Shake shake
Mahen	berani beraninya kamu poke
Mahen	mau di kiss ya
Mahen	pulaaaanggg quickkkkkk
Mahen	menungguwuww
bebek quacky	Inii gi otwwwww
bebek quacky	Ditunggu wiiii yuhuuuuu
bebek quacky	Wigiaaawbzz
Mahen	giplayy
Mahen	wkwwkk
bebek quacky	Sudah selesai wokwok juga?
Mahen	noppp
Mahen	sambil bkerja wkwk
Mahen	apkahpomhom?

bebek quacky	Yesss im hommmm
bebek quacky	Mau mandyyyy
Mahen	?
Mahen	myyyyyyywuuuuuuuuuuuuuuuuuwwwwwwwwwww
Mahen	wawowww
bebek quacky	Ugwyyy
Mahen	salaaaah
bebek quacky	Waooowww
Mahen	hadiahnya cubit
bebek quacky	Cutie
bebek quacky	??
Mahen	v
Mahen	:O
bebek quacky	Cutie melettyy
Mahen	okapimm silakan mandii
bebek quacky	Lidah diambilll
Mahen	Duh han
bebek quacky	Heh kenapa lidahnya keluar
Mahen	horny han
Mahen	ingin kamu
Mahen	fck
Mahen	udh gk ada foto yaampun aku pake imajinasi WKWKKWKWKWKWK
Mahen	aku nginget2 doang ngawang
bebek quacky	Aroma aku masih di kasur kamu gaaakk???
Mahen	aku ganti
bebek quacky	No nooo
Mahen	kalo nggak gk bisa fokus lah wkwk
bebek quacky	:)))
bebek quacky	Distract wiii
bebek quacky	Boleh mikirin aku :) 
bebek quacky	[Sticker
bebek quacky	Nemu ini
bebek quacky	Hehhhh
Mahen	wdym :( aku horny
Mahen	mau nut
Mahen	mau crot fuckkk
Mahen	ugh
bebek quacky	Gagal challange di hari pertamaa
bebek quacky	Jangan bilang gara2 si ini
Mahen	nggaak
Mahen	emg udh horny dari pagi wkwk mimpinya kacau
Mahen	ngelanjutin mimpi kemarenny
Mahen	lucu bgt guraa 
bebek quacky	Mimpi apaaa?!?!
bebek quacky	Ini?!
bebek quacky	Aneh2 sama catgirl???
bebek quacky	Ckckckkkkk
Mahen	berapa kali denger km ngomong miaw
Mahen	wkwk
bebek quacky	Miaw
bebek quacky	Rawrrrreee
bebek quacky	Rawrrrre
bebek quacky	Ku kelinciii???
Mahen	eat up wuw
bebek quacky	Habis wuwww
bebek quacky	Cekkkk
bebek quacky	Apakah sudah menjadi goodboy???
Mahen	fck
Mahen	lg ditengah
Mahen	brb wkwk
bebek quacky	Tengah nakaall??
bebek quacky	Hehehe okawuw
Mahen	aku mandi dulu wkwk
Mahen	goodboyyy hereee
Mahen	sleepwell pieming
bebek quacky	Pagi goodboy pimmm
Mahen	Yoo
bebek quacky	Morning kissss
Mahen	Poking the very supercutest pimming
Mahen	Sowwywuw
bebek quacky	Why sowwwyyyy
bebek quacky	Terpokeeee
bebek quacky	Kulagi wokwok maaf latereppp
bebek quacky	Ada apa wuuuuwww
Mahen	Karena ngepoke pas km lg workkk
Mahen	Gk apa2 lagi meeting aja trs pgn ganggu sowwy 
Mahen	Mahen shared Trash's post.
Mahen	Jir
Mahen	Unsend share gmn
Mahen	WKWKWK JANGAN DIBUKA HAN SALAH KIRIM
bebek quacky	Jangan sowwy aku jadi takutttt
bebek quacky	Sudah dibuka
bebek quacky	Heh
bebek quacky	Otakkamu isinya kotorrrr
bebek quacky	Bersihkan otak
bebek quacky	Keramas wiiiii
bebek quacky	Brain wash wi
bebek quacky	Di brain wash dengan konten hanifa
Mahen	Gk guna dong kan brainwashnya buat ngilangin konten hanifa
Mahen	Makan apa wuw
bebek quacky	Ditutupi konten cutie
Mahen	Btw han
Mahen	Weekend ini kita gk ada jadwal kan ya?
Mahen	Aku mo coba berenang lg
bebek quacky	Gaadaa 
bebek quacky	Berenang ma siapa wuwww
Mahen	sendiri wkwk
Mahen	cobain aja masih bisa apa nggak
Mahen	duh tp harus beli baju renang ya
Mahen	online aja kali y
bebek quacky	Celana renang aja kan biasanyaa
Mahen	gk mau
Mahen	gk bisa
Mahen	aku gk bisa berenang cuman pake celana renang wkwk aneh
bebek quacky	Wkkwkwkwk
bebek quacky	Iya yaudah beli online ajaa
bebek quacky	Nanti liaaattt
Mahen	Yoo wkwk
bebek quacky	Abis mandyyy
Mahen	sombonng rambut baruu 
Mahen	:)
bebek quacky	Yesssss
bebek quacky	Bagus takkk
Mahen	bagusss wkwkwkwk
Mahen	lebih keliatan mukanya
bebek quacky	Lebih buled??
Mahen	pipinyaround
Mahen	roundwuw
bebek quacky	Mukanya serem wuuuuwww
Mahen	siap siap mencubit yg paling keras
Mahen	jebew
Mahen	wkwk
Mahen	cembeyudwuw
Mahen	pipinya tumpeh
bebek quacky	Lemak aku kayaknya disimpen di pipi
Mahen	wkwkwkwk
Mahen	lemak bubs nyasar ke pipi
Mahen	memang wuw
bebek quacky	Sowwyyy:(((
Mahen	my preference wuw
bebek quacky	Jadi bisa cubit kapan aja
bebek quacky	Kalau itu tidak bisa kapan aja
bebek quacky	Btw wi ku sedih karena ibu yg baik jumat depan udh fix hari terakhir krn resign
bebek quacky	Skrg jd udh follow2an ig sama si ibu
Mahen	hehe
Mahen	:(
Mahen	wadoo
Mahen	belom 3 tahun kah? break contract?
bebek quacky	Udah 3 taunn
bebek quacky	Itu yang aku gantiin tea posisinya
Mahen	trs? dapet offer lebih tinggi ditempat lain y?
Mahen	oala
Mahen	dia leavenya kenapa katanya?
bebek quacky	Bukaan
Mahen	keos?
bebek quacky	Mau buka apotek
Mahen	ohh
Mahen	yang sama suaminya itu?
Mahen	coolcool
bebek quacky	Iyaa calon suami sihh
bebek quacky	Ada jg ibu yang lain yg break kontrak
Mahen	bayar brp juta tuh
bebek quacky	Gara2 stres aja sih blm keterima ditempat lain kayaknya
bebek quacky	3x gaji pokonya
Mahen	mangat
Mahen	ibu random
bebek quacky	Tp emng sih kayaj selalu terlihat stres dan lesu
Mahen	owala....
Mahen	ada yg pengalaman positif gk sih disitu wkwkwk kok dengernya sedih semua
bebek quacky	Klo pas pkpa dulu sih biasanya emang yg berhasil "lulus" dari situ jadi orang sih 
bebek quacky	Kayak jabatan di tempat lainnya tinggi
bebek quacky	Atau gampang keterima buat ditempat lain
bebek quacky	Kayak emang tempat batu loncatan aja sih
bebek quacky	Tp sbnrnya klo dr segi produk bagus kualitasnya, kayak 3 besar industri farmasi di indo 
bebek quacky	Nomor 2
Mahen	Hoooo
Mahen	Coolwuw
bebek quacky	Smoga beneran cool wuwww
Mahen	Aminn wkwk
bebek quacky	Sleepwiiiii
Mahen	mnyeeeeee
Mahen	sleeptugethre
bebek quacky	Letsssleewpppp
Mahen	rub pipi
bebek quacky	Sleepwelllllllll
bebek quacky	Rubrubbb
Mahen	Wawwwwwoooooowwww
Mahen	Ehehe
bebek quacky	Aku jadi mirip stiker ituuu
Mahen	Setujuuu
Mahen	Dasarpom
Mahen	5 menit jamin nangi
bebek quacky	Hueee jangan bikin nangis di tempat kerja 
bebek quacky	Aku nanti nntnnya kalau mau sedih
bebek quacky	Eat wuwwww
bebek quacky	Kesukaanku semuaaa
bebek quacky	Cake sama kopiiii
bebek quacky	Kamu gimana tudeyyy
Mahen	bentar lg meeting 2 mingguan wkwkwk
Mahen	keknya abis ini rada lowong jumat
bebek quacky	Horaaayyyyy
bebek quacky	Menuju sans wuw
Mahen	btw han
Mahen	km kalo di kantor ngobrol sama orang gitu gak? ato interaksi cipika cipiki
Mahen	serius aku bener ngerasa kesepian skrg
Mahen	kelamaan WFH kali ya? wkwkwk biasanya habis kuliah aku selalu ke sekre kan, meskipun gk ada alasan tapi selalu ada temen disitu jadi gk sepi
Mahen	aku bisa diem disana cukup lama sampe jam 7 gabut, bener cuman main hape ato gitar, sampe ngantuk baru pulang ke kosan, padahal cuman dengerin backsound orang ngobrol aja
Mahen	skrg dirumah kelamaan kyk sepi... aku gk ngobrol sama siapa2 secara langsung, kalo iya pun paling waktu main game sore2
Mahen	skrg ngerasa sepi aja aku pengen kerja dari luar, starbucks atau open office apapun, pengen ngobrol sama orang wkwkwk
Mahen	aku gk suka aktivitas yang banyak orang padahal tapi kalo sendiri terus sehari2 gini kali ya
Mahen	anyway tldr aku sad sendiri di rumah trs, tapi kalo kerja ke cafe juga bingung apakah bakal membantu
bebek quacky	Ngorbol sama yang sebelah aku sih
bebek quacky	Dibanding kuliah emanh kesepian sih karena terbatas ngobrolnyaa
bebek quacky	Iyaa emang wajar koj ngerasa gini walau kita introvert, makanya aku kadang suka nongki sendiri di kafe giru
bebek quacky	Lumayan membantu sih sedikit....
bebek quacky	Kalau dari pengalaman aku yaa
bebek quacky	Btw maaf lateresp ya td keos bgt suruh cari dosis obat berpuluh2
bebek quacky	Untung aja website itunya tbtb down klo engga kayajnya aku disuruh lembur deh
bebek quacky	Tp skrg udh dijemputan koo
bebek quacky	Sori laterepp
Mahen	Its ok han wkwk kan km kerja
Mahen	I see... gt ya... apa aku coba ya abis berenang
Mahen	Yaampun wuw :
bebek quacky	Iyaa coba ajaaa
Mahen	Di cafenya ngapain?
bebek quacky	Btw kalau mau ditemenin nongki di kafe boleh klo aku gabut, wacananya sih sabtu ini si haifa mau ke bdg tp gatau jd atau enggaaa
bebek quacky	Ya makannn, baca buku
bebek quacky	Watercolor
Mahen	Sabtu ya...  ntar deh kita liat2
Mahen	Hoooo
bebek quacky	Btw saking buru2 dan keosnya td aku caleuy
bebek quacky	Baru nyadar dijemputan sepatu sanbe aku kebawa
bebek quacky	Wkwkkwk
bebek quacky	Sepatu aku ketinggalan di sanbe
bebek quacky	Td buru2 takut ditinggal
Mahen	Supercaleuypom
bebek quacky	Minggunya bisa siiih harusnya
Mahen	Gk akan diambil orang? Wwkwk
bebek quacky	Wkwkak korslet plm
bebek quacky	Gak sih soalnya udh jelek jg, spatunya yang abu yg dr semester 5
Mahen	Yaampun bukan gt dudul bisi diambil satpam gituu soalnya barang tertinggal wkwkwk
bebek quacky	Tidaaak wkwkwwkk
bebek quacky	Di bawah meja aku da tertinggalnyaaa
bebek quacky	Btw kalau km kesepian dan butuh temen bilang aja ya wuw
bebek quacky	Tp smoga ga bosen sm aku wae
Mahen	I see
Mahen	Nggak wkwkwk
bebek quacky	Okawuwwwww
bebek quacky	Aku selalu di sini wuw
Mahen	:((((
Mahen	Miss hanifaa seriusss
Mahen	Aneh tapi bukannya baru bgt ketemu ya
Mahen	Aneh bgt han
Mahen	:(((((
bebek quacky	Iyaa baruuuu
bebek quacky	Takpapaaa
bebek quacky	Kusenang dikangeninnn
Mahen	Malu tau ga :(
bebek quacky	Mau ke rumah? Wokwok?
Mahen	Tiap aku sepi gini tuh mikir pengen ada hanifa disebelah
Mahen	Tapi malu kalo ngomong langsung
Mahen	Gk mau dicap clingy
Mahen	:(((
bebek quacky	Ngomonggggghgg
bebek quacky	Udah dicap
bebek quacky	Aku siap2 nyebrang dulu bye
Mahen	Serius bukan malu malu kucing gitu, shame ke diri sendiri :(
bebek quacky	Kenapa mesti shame??
bebek quacky	Apa alasannyaa??
Mahen	:(((
Mahen	gk tau
bebek quacky	Tanda2 mental sudah butuh roomate :D
bebek quacky	Benar kaaann
Mahen	no comment
bebek quacky	Hehehehee
bebek quacky	Nanti gaakan kesepian lagi kooo
bebek quacky	Skrg masih kerjaa?
Mahen	nggak
Mahen	lagi karoke sendiri wkwkw
bebek quacky	Karoke dimanaaa
Mahen	didepan komputer
Mahen	lul
Mahen	WKKWKWK
bebek quacky	Dasar wuwuw
bebek quacky	Cubit geraaaa
bebek quacky	Aneh2 wuwuw
Mahen	da murah depan komputer
Mahen	cuman bayar inet sama listrik hehe
bebek quacky	Bener siiih
Mahen	han
Mahen	kamu gabut ga
bebek quacky	Gabutt wkwkwk
bebek quacky	Gi bersantuy wie
Mahen	WKWKKWKWKWKKWKW
Mahen	ingincall
bebek quacky	Tp headsetnya dibawah
bebek quacky	Cuma ini gaada siapa2 sih ku lagi dikamar
bebek quacky	Gpp?
bebek quacky	Klo gpp boleh 
bebek quacky	Males ambilnya jauh wkwkw
Mahen	Gpp, ngebet
bebek quacky	Hehehehe
bebek quacky	Apakah sudah bersih wiii?
Mahen	Blom
Mahen	Itu kobo maen dota
Mahen	Aku jd nonton streamnya wkwkwk
bebek quacky	Kobo siapaaa
bebek quacky	Hehh udah malemmm
bebek quacky	Nanti kemaleman mandinyaaa
bebek quacky	Smellypimpom
Mahen	Vtubrr 
Mahen	Yessss
Mahen	Mandi nawww
bebek quacky	Hiiiiii
bebek quacky	Foto udah bersihnya >:(
bebek quacky	Sblm wuw sleeppp
Mahen	Sebelum bersih
Mahen	Sesudah habis ini
bebek quacky	Heh foto dikamar mandi
bebek quacky	Centil sekaliii
bebek quacky	Mana ngewink lg
Mahen	For pom eyes only
Mahen	Bersihh woooewww
Mahen	Readyuntukdicuddle
bebek quacky	Yeee bersihhh
bebek quacky	Saatnya cuddle dan sleeep
bebek quacky	Sleepweelll babbyyy
Mahen	sleepwelll babyyy
bebek quacky	Pagiiiii
bebek quacky	Sedang berangkat wokwokkkk
bebek quacky	Besok aku jadi sama haifa sptnya wuwww
Mahen	Okasuperpimm 
Mahen	Hueee
Mahen	smalljealousbutok 
bebek quacky	Kujuga kalau km sm ricky ginii "smalljealousbutok "
bebek quacky	Gimanadong duaduanya jealousann
Mahen	Mnyeee
Mahen	Btwakunontonblackpanthermingdepsamaricky
Mahen	Harirabu
Mahen	Ehe
Mahen	Dsr bucin 
bebek quacky	Wuw
bebek quacky	Mau minta tolong isiin aku kuota xl 2 gb yang 12.500an habis:((( nnti aku transfer
bebek quacky	Nomornya 087730385416 makasihh... 
Mahen	Ogepimm
Mahen	Adanya yang 25000
Mahen	Bukan itu?
Mahen	Aku isi dulu aja ya soalnya yang kuota 2GB cuman itu doang
Mahen	2GB 7hr kan?
Mahen	Adanya itu doang han dari ovo
bebek quacky	Tes
bebek quacky	Ini udah ya wuw? 
Mahen	yapom
bebek quacky	Baru keterimaaa
bebek quacky	Oalaah 25k di ovo ya di gojek 12.5 atau beda pakett
bebek quacky	Gapapa dehhh
bebek quacky	Minta no ovo kamu dongg
bebek quacky	Makasih pom
Mahen	Ur welkampim
Mahen	089666634343
bebek quacky	Kumakan dulu wuwww
bebek quacky	Ada yang godelin di kakiii
Mahen	Udh pulang?
Mahen	Pokepom
Mahen	Ingin jemputpom
Mahen	:D
Mahen	Kalojawabsebelumjam1450kujempuuutt
Mahen	Gk bisa deng ya harus mgomong ke jemputan wkwk
bebek quacky	Bisaa
bebek quacky	Kalau skrg ngomongnya bisaa
bebek quacky	Bener nihh? 
Mahen	Goooooo
bebek quacky	Klo iya kumau ngomong
Mahen	Hayu ahh
Mahen	Aku gabut
bebek quacky	Kamu otw now? 
Mahen	Otw now
Mahen	Wkwkkw
bebek quacky	Okaa kungomong
bebek quacky	Nanti langsung pulang atau kemana duluu?
Mahen	Gmn nanti wkwk
bebek quacky	Udh ngomong wkwkw
bebek quacky	Klo kemana2 dulu ku solat duluu
bebek quacky	Solat dulu aja ya
Mahen	Solat dulu sok
Mahen	Ku juga
bebek quacky	Udh ashar now
bebek quacky	Aku solatnya mepet bel paling bisanyaa
bebek quacky	Sudah otw wuw???
bebek quacky	Kubaru mo solat
Mahen	Ku oussidee wuwww
bebek quacky	Wait ya wuw
bebek quacky	Tadidicegat ditanya sm kolega
bebek quacky	10 menitannn
Mahen	Pimwait
bebek quacky	Otw
bebek quacky	Apakah wuw sudah sampaii??
Mahen	Blom wkwk
bebek quacky	Macetto?
bebek quacky	Kusudah mandiiii
bebek quacky	Tft uwww
Mahen	Baru sampee
Mahen	Sama samaaa wkwkwk
bebek quacky	Selamat makan cheskeee
Mahen	Thankiesss pommingg
bebek quacky	Btw
bebek quacky	Si haifa labill
bebek quacky	Kujadinya besokk
bebek quacky	Minggu les inggris sm akmal online
Mahen	Btwuw
Mahen	Okhapimming
bebek quacky	Tp berdua krn sania lg ga bs
bebek quacky	Gapapakahh??
Mahen	Besok aku mungkin pegi sama ramen ntw
Mahen	Sans, online kan?
bebek quacky	Lah bkn mau berenang?
bebek quacky	Iyaa online
bebek quacky	Pergi kemanaa?
Mahen	Abis berenang keknya
Mahen	Maybe
Mahen	Idk wkwk
bebek quacky	Klo konser masih 2 minggu lagi yaa
bebek quacky	?
Mahen	yespomming
Mahen	19nobv
bebek quacky	Okhawww
bebek quacky	Pokewuw
bebek quacky	Sedang apaaa
Mahen	mainn
Mahen	heheee
Mahen	pokeagainn
Mahen	han btw
Mahen	aku ajm 10:30 mo main board games sama nabila sama sandyka sama michael
Mahen	gpp yaaa
Mahen	also kalo haifa gk jadi, kalo mo ikut sabebu
bebek quacky	Eh boardgame di paskal?
Mahen	bukan
Mahen	di kopo
bebek quacky	Haifa jadi sabtuuuu
Mahen	okapimminggg
Mahen	havefunnn
Mahen	puffpuff
bebek quacky	Klo sabtu aku ga ikutt soalnya udh janji dr minggu laluu
bebek quacky	Jangan terlibat drama tp ya pim
Mahen	iyaaa wkwkwk gpp
Mahen	superyepwuw
bebek quacky	Puffpuff tapi kissbye
Mahen	>:(
Mahen	udhgkkangenkarenatadiudhketemu
Mahen	smolkangen
bebek quacky	Okaa smol saja kalau begitu
